symbol,name,lastsale,netchange,pctchange,marketCap,country,ipoyear,volume,sector,industry,url
TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock,$34.0023,0.2673,0.792%,0.00,United States,2011,5809,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/ttp
TTSH,Tile Shop Holdings Inc. Common Stock,$6.59,-0.16,-2.37%,293427618.00,United States,,71867,Consumer Discretionary,Home Furnishings,/market-activity/stocks/ttsh
TTWO,Take-Two Interactive Software Inc. Common Stock,$148.08,3.12,2.152%,25260435741.00,United States,1997,1831965,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/ttwo
TU,Telus Corporation Ordinary Shares,$16.51,0.07,0.426%,24368760000.00,Canada,,1528624,,,/market-activity/stocks/tu
TUP,Tupperware Brands Corporation Common Stock,$1.80,-0.26,-12.621%,83755103.00,United States,,5365373,Industrials,Plastic Products,/market-activity/stocks/tup
TURB,Turbo Energy S.A. American Depositary Shares,$1.15,-0.02,-1.709%,12669711.00,Spain,2023,1075,Miscellaneous,Industrial Machinery/Components,/market-activity/stocks/turb
TURN,180 Degree Capital Corp. Common Stock,$3.83,-0.0101,-0.263%,38300540.00,United States,,48660,Finance,Finance/Investors Services,/market-activity/stocks/turn
TUSK,Mammoth Energy Services Inc. Common Stock,$3.69,0.09,2.50%,177150697.00,United States,2016,95566,Energy,Oilfield Services/Equipment,/market-activity/stocks/tusk
TUYA,Tuya Inc. American Depositary Shares each representing one Class A Ordinary Share,$1.96,-0.02,-1.01%,1126201494.00,China,2021,235146,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/tuya
TV,Grupo Televisa S.A.B. Common Stock,$3.32,0.04,1.22%,1519497600.00,Mexico,1993,810975,Industrials,Broadcasting,/market-activity/stocks/tv
TVC,Tennessee Valley Authority Common Stock,$22.16,0.04,0.181%,242348186.00,United States,,8441,Utilities,Electric Utilities: Central,/market-activity/stocks/tvc
TVE,Tennessee Valley Authority,$21.70,0.16,0.743%,17271595068.00,United States,,8682,Utilities,Electric Utilities: Central,/market-activity/stocks/tve
TVGN,Tevogen Bio Holdings Inc. Common Stock,$0.9695,0.0495,5.38%,159593678.00,United States,2022,651502,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),/market-activity/stocks/tvgn
TVGNW,Tevogen Bio Holdings Inc. Warrant,$0.04,-0.0001,-0.249%,6584577.00,United States,2022,7540,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),/market-activity/stocks/tvgnw
TVTX,Travere Therapeutics Inc. Common Stock,$6.80,0.10,1.493%,517677322.00,United States,,1027756,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/tvtx
TW,Tradeweb Markets Inc. Class A Common Stock,$112.66,1.41,1.267%,26607632435.00,United States,2019,1012979,Finance,Investment Bankers/Brokers/Service,/market-activity/stocks/tw
TWG,Top Wealth Group Holding Limited Ordinary Shares,$0.99,-0.02,-1.98%,28710000.00,Hong Kong,2024,149617,Consumer Staples,Packaged Foods,/market-activity/stocks/twg
TWI,Titan International Inc. (DE) Common Stock,$8.88,0.20,2.304%,647091940.00,United States,,523033,Industrials,Steel/Iron Ore,/market-activity/stocks/twi
TWIN,Twin Disc Incorporated Common Stock,$14.95,0.17,1.15%,209247720.00,United States,,28118,Industrials,Industrial Machinery/Components,/market-activity/stocks/twin
TWKS,Thoughtworks Holding Inc. Common Stock,$3.21,0.05,1.582%,1036553356.00,United States,2021,1204537,Technology,EDP Services,/market-activity/stocks/twks
TWLO,Twilio Inc. Class A Common Stock,$61.44,-0.78,-1.254%,10516791644.00,United States,2016,3995364,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/twlo
TWLV,Twelve Seas Investment Company II Class A Common Stock,$10.80,-0.04,-0.369%,0.00,United States,2021,102,Finance,Blank Checks,/market-activity/stocks/twlv
TWN,Taiwan Fund Inc. (The) Common Stock,$40.10,0.60,1.519%,0.00,United States,1986,14322,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/twn
TWO,Two Harbors Investment Corp,$12.96,0.01,0.077%,1341287696.00,United States,,816112,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/two
TWO^A,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),$23.17,0.0742,0.321%,,United States,,3618,,,/market-activity/stocks/two^a
TWO^B,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$22.865,0.075,0.329%,,United States,,10087,,,/market-activity/stocks/two^b
TWO^C,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$23.48,0.03,0.128%,,United States,,26253,,,/market-activity/stocks/two^c
TWOU,2U Inc. Common Stock,$0.3476,-0.0082,-2.305%,29253886.00,United States,2014,1520497,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/twou
TWST,Twist Bioscience Corporation Common Stock,$48.36,0.23,0.478%,2815809312.00,United States,2018,1076992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),/market-activity/stocks/twst
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),$43.09,-0.03,-0.07%,8638439483.00,Luxembourg,,312334,Industrials,Steel/Iron Ore,/market-activity/stocks/tx
TXG,10x Genomics Inc. Class A Common Stock,$26.39,-0.17,-0.64%,3159105362.00,United States,2019,1299985,Industrials,Biotechnology: Laboratory Analytical Instruments,/market-activity/stocks/txg
TXMD,TherapeuticsMD Inc. Common Stock,$2.09,0.05,2.451%,24102806.00,United States,,10038,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/txmd
TXN,Texas Instruments Incorporated Common Stock,$195.53,4.40,2.302%,178026574007.00,United States,,5936185,Technology,Semiconductors,/market-activity/stocks/txn
TXO,TXO Partners L.P. Common Units Representing Limited Partner Interests,$21.86,1.23,5.962%,676311938.00,,2023,257567,Energy,Oil & Gas Production,/market-activity/stocks/txo
TXRH,Texas Roadhouse Inc. Common Stock,$168.49,0.60,0.357%,11253554428.00,United States,2004,622920,Consumer Discretionary,Restaurants,/market-activity/stocks/txrh
TXT,Textron Inc. Common Stock,$88.18,0.08,0.091%,16815837203.00,United States,,855368,Industrials,Aerospace,/market-activity/stocks/txt
TY,Tri Continental Corporation Common Stock,$30.72,0.39,1.286%,1669660723.00,United States,,37257,Finance,Finance Companies,/market-activity/stocks/ty
TY^,Tri Continental Corporation Preferred Stock,$44.49,0.3616,0.819%,,United States,,2671,,,/market-activity/stocks/ty^
TYG,Tortoise Energy Infrastructure Corporation Common Stock,$34.00,0.18,0.532%,405548702.00,United States,2004,48651,Finance,Investment Managers,/market-activity/stocks/tyg
TYGO,Tigo Energy Inc. Common Stock,$1.45,0.09,6.618%,86549852.00,United States,2021,313858,Technology,Semiconductors,/market-activity/stocks/tygo
TYL,Tyler Technologies Inc. Common Stock,$489.14,4.29,0.885%,20766569300.00,United States,,211834,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/tyl
TYRA,Tyra Biosciences Inc. Common Stock,$18.44,-0.14,-0.753%,968833986.00,United States,2021,129976,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/tyra
TZOO,Travelzoo Common Stock,$8.17,-0.27,-3.199%,108043683.00,United States,,140737,Consumer Discretionary,Advertising,/market-activity/stocks/tzoo
U,Unity Software Inc. Common Stock,$22.38,-0.65,-2.822%,8747485226.00,United States,2020,12441396,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/u
UA,Under Armour Inc. Class C Common Stock,$6.66,-0.03,-0.448%,2898972199.00,United States,2016,3581297,Consumer Discretionary,Apparel,/market-activity/stocks/ua
UAA,Under Armour Inc. Class A Common Stock,$6.80,-0.03,-0.439%,2959911555.00,United States,,8945159,Consumer Discretionary,Apparel,/market-activity/stocks/uaa
UAL,United Airlines Holdings Inc. Common Stock,$54.96,-0.13,-0.236%,18071036568.00,United States,,7515184,Consumer Discretionary,Air Freight/Delivery Services,/market-activity/stocks/ual
UAMY,United States Antimony Corporation Common Stock,$0.246,0.0322,15.061%,26481240.00,United States,,354121,Industrials,Metal Fabrications,/market-activity/stocks/uamy
UAN,CVR Partners LP Common Units representing Limited Partner Interests,$81.30,1.74,2.187%,859311488.00,United States,2011,49534,Industrials,Agricultural Chemicals,/market-activity/stocks/uan
UAVS,AgEagle Aerial Systems Inc. Common Stock,$0.7007,-0.0393,-5.311%,7631623.00,United States,,718079,Industrials,Aerospace,/market-activity/stocks/uavs
UBCP,United Bancorp Inc. Common Stock,$12.1999,-0.2501,-2.009%,69572187.00,United States,,2834,Finance,Major Banks,/market-activity/stocks/ubcp
UBER,Uber Technologies Inc. Common Stock,$66.62,1.30,1.99%,139203849581.00,United States,2019,16296347,Consumer Discretionary,Business Services,/market-activity/stocks/uber
UBFO,United Security Bancshares Common Stock,$7.37,0.07,0.959%,127612987.00,United States,,5744,Finance,Major Banks,/market-activity/stocks/ubfo
UBS,UBS Group AG Registered Ordinary Shares,$30.66,0.50,1.658%,106083600000.00,Switzerland,2014,2060031,Finance,Major Banks,/market-activity/stocks/ubs
UBSI,United Bankshares Inc. Common Stock,$34.79,0.31,0.899%,4703501369.00,United States,,349255,Finance,Major Banks,/market-activity/stocks/ubsi
UBX,Unity Biotechnology Inc. Common Stock,$1.53,0.00,0.00%,25683570.00,United States,2018,48865,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/ubx
UBXG,U-BX Technology Ltd. Ordinary Shares,$5.11,0.31,6.458%,137970000.00,China,2024,3833,Technology,Computer Software: Programming Data Processing,/market-activity/stocks/ubxg
UCAR,U Power Limited Ordinary Shares,$6.18,0.63,11.351%,15208591.00,China,2023,137273,Consumer Discretionary,Auto Parts:O.E.M.,/market-activity/stocks/ucar
UCBI,United Community Banks Inc. Common Stock,$26.94,0.12,0.447%,3209664871.00,United States,,311891,Finance,Major Banks,/market-activity/stocks/ucbi
UCBIO,United Community Banks Inc. Depositary Shares each representing 1/1000th interest in a share of Series I Non-CumulativePreferred Stock,$23.76,-0.22,-0.917%,2830795744.00,United States,,4694,Finance,Major Banks,/market-activity/stocks/ucbio
UCL,uCloudlink Group Inc. American Depositary Shares,$1.59,-0.05,-3.049%,59543226.00,Hong Kong,2020,20993,Consumer Discretionary,Telecommunications Equipment,/market-activity/stocks/ucl
UCTT,Ultra Clean Holdings Inc. Common Stock,$45.25,1.29,2.934%,2031993468.00,United States,2004,207016,Technology,Semiconductors,/market-activity/stocks/uctt
UDMY,Udemy Inc. Common Stock,$9.93,0.11,1.12%,1520326662.00,United States,2021,471769,Real Estate,Other Consumer Services,/market-activity/stocks/udmy
UDR,UDR Inc. Common Stock,$39.62,0.25,0.635%,13047129394.00,United States,,1595121,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/udr
UE,Urban Edge Properties Common Shares of Beneficial Interest,$17.43,0.06,0.345%,2070947071.00,United States,2015,688957,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/ue
UEC,Uranium Energy Corp. Common Stock,$6.98,0.04,0.576%,2820900013.00,Canada,,4216345,Basic Materials,Other Metals and Minerals,/market-activity/stocks/uec
UEIC,Universal Electronics Inc. Common Stock,$12.42,-0.05,-0.401%,160102693.00,United States,1993,20442,Consumer Staples,Consumer Electronics/Appliances,/market-activity/stocks/ueic
UFCS,United Fire Group Inc. Common Stock,$23.30,0.56,2.463%,589395449.00,United States,,92465,Finance,Property-Casualty Insurers,/market-activity/stocks/ufcs
UFI,Unifi Inc. New Common Stock,$5.70,0.04,0.707%,104033807.00,United States,,81831,Consumer Discretionary,Textiles,/market-activity/stocks/ufi
UFPI,UFP Industries Inc. Common Stock,$124.00,2.72,2.243%,7657483476.00,United States,1993,238592,Basic Materials,Forest Products,/market-activity/stocks/ufpi
UFPT,UFP Technologies Inc. Common Stock,$261.69,-0.99,-0.377%,2007289743.00,United States,1993,38579,Health Care,Medical/Dental Instruments,/market-activity/stocks/ufpt
UG,United-Guardian Inc. Common Stock,$9.22,0.1701,1.88%,42359621.00,United States,,2417,Consumer Discretionary,Package Goods/Cosmetics,/market-activity/stocks/ug
UGI,UGI Corporation Common Stock,$24.86,0.13,0.526%,5211213883.00,United States,,1460747,Utilities,Natural Gas Distribution,/market-activity/stocks/ugi
UGIC,UGI Corporation Corporate Units,$59.01,0.42,0.717%,12369820243.00,United States,2021,1718,Utilities,Natural Gas Distribution,/market-activity/stocks/ugic
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),$4.90,0.09,1.871%,5338558168.00,Brazil,,2107034,Utilities,Oil/Gas Transmission,/market-activity/stocks/ugp
UGRO,urban-gro Inc. Common Stock,$1.51,-0.34,-18.378%,18601329.00,United States,,91026,Consumer Discretionary,Industrial Specialties,/market-activity/stocks/ugro
UHAL,U-Haul Holding Company Common Stock,$69.10,-0.01,-0.014%,13548981508.00,United States,2022,89250,Consumer Discretionary,Rental/Leasing Companies,/market-activity/stocks/uhal
UHG,United Homes Group Inc Class A Common Stock,$5.93,-0.43,-6.761%,286842787.00,United States,2021,71255,Consumer Discretionary,Homebuilding,/market-activity/stocks/uhg
UHGWW,United Homes Group Inc. Warrant,$0.8499,-0.0053,-0.62%,41110908.00,United States,2021,301,Consumer Discretionary,Homebuilding,/market-activity/stocks/uhgww
UHS,Universal Health Services Inc. Common Stock,$182.24,3.33,1.861%,12197178866.00,United States,,562597,Health Care,Hospital/Nursing Management,/market-activity/stocks/uhs
UHT,Universal Health Realty Income Trust Common Stock,$36.95,-0.23,-0.619%,510836706.00,United States,,54506,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/uht
UI,Ubiquiti Inc. Common Stock,$140.12,2.87,2.091%,8471852069.00,United States,,95504,Technology,Radio And Television Broadcasting And Communications Equipment,/market-activity/stocks/ui
UIS,Unisys Corporation New Common Stock,$5.21,0.16,3.168%,360680563.00,United States,,502589,Technology,EDP Services,/market-activity/stocks/uis
UK,Ucommune International Ltd Ordinary Shares,$2.09,-0.05,-2.336%,1310359.00,United States,2019,14150,Consumer Discretionary,Business Services,/market-activity/stocks/uk
UKOMW,Ucommune International Ltd Warrant expiring 11/17/2025,$0.0101,0.00,0.00%,6332.00,United States,2019,12010,Consumer Discretionary,Business Services,/market-activity/stocks/ukomw
UL,Unilever PLC Common Stock,$54.48,0.44,0.814%,136334018022.00,United Kingdom,,1893685,Consumer Discretionary,Package Goods/Cosmetics,/market-activity/stocks/ul
ULBI,Ultralife Corporation Common Stock,$11.87,0.42,3.668%,195458471.00,United States,1992,95759,Miscellaneous,Industrial Machinery/Components,/market-activity/stocks/ulbi
ULCC,Frontier Group Holdings Inc. Common Stock,$6.10,-0.15,-2.40%,1366145295.00,United States,2021,863090,Consumer Discretionary,Air Freight/Delivery Services,/market-activity/stocks/ulcc
ULH,Universal Logistics Holdings Inc. Common Stock,$47.19,0.15,0.319%,1241914614.00,United States,2005,23407,Industrials,Trucking Freight/Courier Services,/market-activity/stocks/ulh
ULS,UL Solutions Inc. Class A Common Stock,$37.17,0.47,1.281%,7434000000.00,,2024,435003,Health Care,Precision Instruments,/market-activity/stocks/uls
ULTA,Ulta Beauty Inc. Common Stock,$403.41,1.73,0.431%,19472094017.00,United States,2007,500881,Consumer Discretionary,Other Specialty Stores,/market-activity/stocks/ulta
ULY,Urgent.ly Inc. Common Stock,$2.16,0.09,4.348%,28974640.00,United States,,8440,Technology,EDP Services,/market-activity/stocks/uly
UMAC,Unusual Machines Inc. Common Stock,$1.10,0.03,2.804%,9991675.00,,2024,56189,Technology,Radio And Television Broadcasting And Communications Equipment,/market-activity/stocks/umac
UMBF,UMB Financial Corporation Common Stock,$86.00,2.07,2.466%,4192015390.00,United States,,538442,Finance,Major Banks,/market-activity/stocks/umbf
UMC,United Microelectronics Corporation (NEW) Common Stock,$8.19,-0.03,-0.365%,20523848698.00,Taiwan,,8268344,Technology,Semiconductors,/market-activity/stocks/umc
UMH,UMH Properties Inc. Common Stock,$16.05,0.12,0.753%,1129986752.00,United States,1994,416293,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/umh
UMH^D,UMH Properties Inc. 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25 per share,$22.57,0.26,1.165%,,United States,,7092,,,/market-activity/stocks/umh^d
UNB,Union Bankshares Inc. Common Stock,$25.51,-0.19,-0.739%,115289486.00,United States,,2272,Finance,Major Banks,/market-activity/stocks/unb
UNCY,Unicycive Therapeutics Inc. Common Stock,$1.08,-0.01,-0.917%,40615160.00,United States,2021,71647,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/uncy
UNF,Unifirst Corporation Common Stock,$165.62,-0.53,-0.319%,3090196093.00,United States,,44999,Consumer Discretionary,Business Services,/market-activity/stocks/unf
UNFI,United Natural Foods Inc. Common Stock,$10.56,0.19,1.832%,627652344.00,United States,2019,470834,Consumer Discretionary,Food Distributors,/market-activity/stocks/unfi
UNH,UnitedHealth Group Incorporated Common Stock (DE),$517.55,3.67,0.714%,476345295566.00,United States,,2981147,Health Care,Medical Specialities,/market-activity/stocks/unh
UNIT,Uniti Group Inc. Common Stock,$3.79,-0.06,-1.558%,910575754.00,United States,,2375202,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/unit
UNM,Unum Group Common Stock,$52.48,-0.46,-0.869%,9938831071.00,United States,,757937,Finance,Accident &Health Insurance,/market-activity/stocks/unm
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,$25.10,0.12,0.48%,4753518671.00,United States,2018,8095,Finance,Accident &Health Insurance,/market-activity/stocks/unma
UNP,Union Pacific Corporation Common Stock,$246.54,1.60,0.653%,150419507958.00,United States,,1769233,Industrials,Railroads,/market-activity/stocks/unp
UNTY,Unity Bancorp Inc. Common Stock,$27.60,0.72,2.679%,277079684.00,United States,,21236,Finance,Major Banks,/market-activity/stocks/unty
UONE,Urban One Inc. Class A Common Stock,$2.09,-0.02,-0.948%,102152963.00,United States,,36397,Consumer Discretionary,Broadcasting,/market-activity/stocks/uone
UONEK,Urban One Inc. Class D Common Stock,$1.80,0.06,3.448%,87978629.00,United States,,47852,Consumer Discretionary,Broadcasting,/market-activity/stocks/uonek
UP,Wheels Up Experience Inc. Class A Common Stock,$2.71,0.03,1.119%,1889691561.00,Singapore,2020,647313,Consumer Discretionary,Transportation Services,/market-activity/stocks/up
UPBD,Upbound Group Inc. Common Stock,$33.01,0.03,0.091%,1803317979.00,United States,,312878,Consumer Discretionary,Diversified Commercial Services,/market-activity/stocks/upbd
UPC,Universe Pharmaceuticals Inc. Ordinary Shares,$2.58,-0.045,-1.714%,9406613.00,China,2021,86431,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/upc
UPLD,Upland Software Inc. Common Stock,$2.78,-0.19,-6.397%,76708259.00,United States,2014,356772,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/upld
UPS,United Parcel Service Inc. Common Stock,$147.94,0.00,0.00%,126571390619.00,United States,1999,2695921,Consumer Discretionary,Air Freight/Delivery Services,/market-activity/stocks/ups
UPST,Upstart Holdings Inc. Common stock,$28.11,-0.48,-1.679%,2470251283.00,United States,2020,6926280,Finance,Finance: Consumer Services,/market-activity/stocks/upst
UPWK,Upwork Inc. Common Stock,$12.27,-0.06,-0.487%,1633362093.00,United States,2018,2006777,Technology,EDP Services,/market-activity/stocks/upwk
UPXI,Upexi Inc. Common Stock,$0.40,0.00,0.00%,8355754.00,United States,2021,20215,Health Care, Medicinal Chemicals and Botanical Products ,/market-activity/stocks/upxi
URBN,Urban Outfitters Inc. Common Stock,$41.56,-0.43,-1.024%,3877336834.00,United States,1993,1037190,Consumer Discretionary,Clothing/Shoe/Accessory Stores,/market-activity/stocks/urbn
URG,Ur Energy Inc Common Shares (Canada),$1.74,-0.01,-0.571%,490029804.00,Canada,,2907122,Basic Materials,Precious Metals,/market-activity/stocks/urg
URGN,UroGen Pharma Ltd. Ordinary Shares,$13.78,0.81,6.245%,497873067.00,Israel,2017,619719,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/urgn
URI,United Rentals Inc. Common Stock,$712.37,17.90,2.578%,47436665585.00,United States,1997,508787,,,/market-activity/stocks/uri
UROY,Uranium Royalty Corp. Common Stock,$2.67,0.11,4.297%,321026200.00,Canada,,2244146,Finance,Investment Bankers/Brokers/Service,/market-activity/stocks/uroy
USA,Liberty All-Star Equity Fund Common Stock,$6.87,0.07,1.029%,0.00,United States,1986,519255,Finance,Finance Companies,/market-activity/stocks/usa
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,$24.36,0.01,0.041%,2849970551.00,United States,2013,372142,Utilities,Natural Gas Distribution,/market-activity/stocks/usac
USAP,Universal Stainless & Alloy Products Inc. Common Stock,$33.73,0.89,2.71%,309972190.00,United States,1994,205600,Industrials,Steel/Iron Ore,/market-activity/stocks/usap
USAS,Americas Gold and Silver Corporation Common Shares no par value,$0.319,0.0241,8.172%,69247767.00,Canada,2017,2405754,,,/market-activity/stocks/usas
USAU,U.S. Gold Corp. Common Stock,$5.31,0.245,4.837%,49554391.00,United States,,235669,Basic Materials,Metal Mining,/market-activity/stocks/usau
USB,U.S. Bancorp Common Stock,$42.22,0.27,0.644%,65882617527.00,United States,,7752659,Finance,Major Banks,/market-activity/stocks/usb
USB^A,U.S. Bancorp Depositary Shares Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock,$855.01,-4.99,-0.58%,,United States,,2261,,,/market-activity/stocks/usb^a
USB^H,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,$20.79,0.19,0.922%,,United States,,99957,,,/market-activity/stocks/usb^h
USB^P,U.S. Bancorp Depositary Shares each representing a 1/1000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock,$24.06,0.34,1.433%,,United States,,61743,,,/market-activity/stocks/usb^p
USB^Q,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock,$16.67,0.20,1.214%,,United States,,14526,,,/market-activity/stocks/usb^q
USB^R,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock,$17.65,0.25,1.437%,,United States,,41235,,,/market-activity/stocks/usb^r
USB^S,U.S. Bancorp Depositary Shares each representing a 1/1000th interest in a share of Series O Non-Cumulative Perpetual Preferred Stock,$19.81,0.22,1.123%,,United States,,22244,,,/market-activity/stocks/usb^s
USCB,USCB Financial Holdings Inc. Class A Common Stock,$12.32,0.27,2.241%,242093704.00,United States,2021,12697,Finance,Major Banks,/market-activity/stocks/uscb
USEA,United Maritime Corporation Common Stock,$2.58,-0.04,-1.527%,23252136.00,Greece,,18456,Consumer Discretionary,Marine Transportation,/market-activity/stocks/usea
USEG,U.S. Energy Corp. Common Stock (DE),$1.11,-0.04,-3.478%,28068806.00,United States,,18480,Energy,Oil & Gas Production,/market-activity/stocks/useg
USFD,US Foods Holding Corp. Common Stock,$55.05,0.52,0.954%,13534977910.00,United States,2016,1513213,Consumer Discretionary,Food Distributors,/market-activity/stocks/usfd
USGO,U.S. GoldMining Inc. Common stock,$5.59,0.26,4.878%,69308783.00,United States,2023,2320,Basic Materials,Precious Metals,/market-activity/stocks/usgo
USGOW,U.S. GoldMining Inc. Warrant,$0.53,0.00,0.00%,6571316.00,United States,2023,4,Basic Materials,Precious Metals,/market-activity/stocks/usgow
USIO,Usio Inc. Common Stock,$1.59,0.11,7.432%,41884510.00,United States,,84583,Finance,Investment Bankers/Brokers/Service,/market-activity/stocks/usio
USLM,United States Lime & Minerals Inc. Common Stock,$373.09,-1.98,-0.528%,2130028266.00,United States,,38017,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),/market-activity/stocks/uslm
USM,United States Cellular Corporation Common Stock,$44.54,-0.33,-0.735%,3785900000.00,United States,1988,322515,Telecommunications,Telecommunications Equipment,/market-activity/stocks/usm
USNA,USANA Health Sciences Inc. Common Stock,$47.93,0.35,0.736%,913093724.00,United States,,52558,Health Care, Medicinal Chemicals and Botanical Products ,/market-activity/stocks/usna
USOI,Credit Suisse AG Credit Suisse X-Links Crude Oil Shares Covered Call ETN,$73.12,0.52,0.716%,0.00,Switzerland,,81211,Finance,Investment Bankers/Brokers/Service,/market-activity/stocks/usoi
USPH,U.S. Physical Therapy Inc. Common Stock,$107.97,1.57,1.476%,1626901137.00,United States,1992,80955,Health Care,Medical/Nursing Services,/market-activity/stocks/usph
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,$23.61,0.03,0.127%,0.00,United States,2004,166505,Finance,Finance Companies,/market-activity/stocks/utf
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,$28.34,0.22,0.782%,0.00,United States,2004,473453,Finance,Investment Managers,/market-activity/stocks/utg
UTHR,United Therapeutics Corporation Common Stock,$272.69,2.91,1.079%,12095354197.00,United States,1999,370399,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/uthr
UTI,Universal Technical Institute Inc Common Stock,$15.42,0.49,3.282%,829618452.00,United States,2003,475053,Real Estate,Other Consumer Services,/market-activity/stocks/uti
UTL,UNITIL Corporation Common Stock,$54.34,0.36,0.667%,878595203.00,United States,1985,44447,Utilities,Power Generation,/market-activity/stocks/utl
UTMD,Utah Medical Products Inc. Common Stock,$69.24,0.76,1.11%,244308216.00,United States,,31026,Health Care,Medical/Dental Instruments,/market-activity/stocks/utmd
UTSI,UTStarcom Holdings Corp. Ordinary Shares,$2.8912,-0.06,-2.033%,26349732.00,China,2000,14309,Telecommunications,Telecommunications Equipment,/market-activity/stocks/utsi
UTZ,Utz Brands Inc Class A Common Stock ,$18.10,-0.60,-3.209%,2548895811.00,United States,2018,764480,Consumer Staples,Packaged Foods,/market-activity/stocks/utz
UUU,Universal Security Instruments Inc. Common Stock,$1.54,0.06,4.054%,3561846.00,United States,2003,11284,Technology,Electronic Components,/market-activity/stocks/uuu
UUUU,Energy Fuels Inc Ordinary Shares (Canada),$6.16,0.07,1.149%,1007591687.00,Canada,,2616133,,,/market-activity/stocks/uuuu
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,$20.37,-0.04,-0.196%,585822684.00,United States,,161337,Finance,Property-Casualty Insurers,/market-activity/stocks/uve
UVSP,Univest Financial Corporation Common Stock,$22.73,0.06,0.265%,665345718.00,United States,,74428,Finance,Major Banks,/market-activity/stocks/uvsp
UVV,Universal Corporation Common Stock,$53.57,-0.46,-0.851%,1316388467.00,United States,,108259,Industrials,Farming/Seeds/Milling,/market-activity/stocks/uvv
UWMC,UWM Holdings Corporation Class A Common Stock,$7.38,0.03,0.408%,11790640520.00,United States,,2078485,Finance,Finance: Consumer Services,/market-activity/stocks/uwmc
UXIN,Uxin Limited ADS,$3.54,0.18,5.357%,665302552.00,China,2018,145098,Consumer Discretionary,Business Services,/market-activity/stocks/uxin
UZD,United States Cellular Corporation 6.250% Senior Notes due 2069,$20.80,0.35,1.711%,1768000000.00,United States,2020,27390,Telecommunications,Telecommunications Equipment,/market-activity/stocks/uzd
UZE,United States Cellular Corporation 5.500% Senior Notes due 2070,$19.12,0.12,0.632%,1625200000.00,United States,2020,33591,Telecommunications,Telecommunications Equipment,/market-activity/stocks/uze
UZF,United States Cellular Corporation 5.500% Senior Notes due 2070,$19.17,0.14,0.736%,1629450000.00,United States,2021,22312,Telecommunications,Telecommunications Equipment,/market-activity/stocks/uzf
V,Visa Inc.,$281.50,3.76,1.354%,514846197040.00,United States,,21287321,Consumer Discretionary,Business Services,/market-activity/stocks/v
VABK,Virginia National Bankshares Corporation Common Stock,$31.14,0.67,2.199%,167856682.00,United States,,25476,Finance,Major Banks,/market-activity/stocks/vabk
