symbol,name,lastsale,netchange,pctchange,marketCap,country,ipoyear,volume,sector,industry,url
ASXC,Asensus Surgical Inc. Common Stock,$0.2568,-0.0221,-7.924%,69846100.00,United States,,1383196,Health Care,Medical/Dental Instruments,/market-activity/stocks/asxc
ASYS,Amtech Systems Inc. Common Stock,$5.35,0.01,0.187%,76017053.00,United States,,37583,Technology,Industrial Machinery/Components,/market-activity/stocks/asys
ATAI,ATAI Life Sciences N.V. Common Shares,$2.05,0.14,7.33%,340354112.00,Germany,2008,1658904,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/atai
ATAT,Atour Lifestyle Holdings Limited American Depositary Shares,$18.26,0.15,0.828%,2512489009.00,China,2022,366257,Consumer Discretionary,Hotels/Resorts,/market-activity/stocks/atat
ATCH,AtlasClear Holdings Inc. Common Stock,$1.10,-0.04,-3.509%,13700673.00,,2024,69954,Finance,Finance: Consumer Services,/market-activity/stocks/atch
ATCO^D,Atlas Corp. 7.95% Series D,$24.49,0.2568,1.06%,,United Kingdom,,8283,,,/market-activity/stocks/atco^d
ATCO^H,Atlas Corp. 7.875% Series H,$24.28,0.08,0.331%,,United Kingdom,,19826,,,/market-activity/stocks/atco^h
ATCOL,Atlas Corp. 7.125% Notes due 2027,$24.23,0.00,0.00%,4950874152.00,United Kingdom,,533,Basic Materials,Precious Metals,/market-activity/stocks/atcol
ATEC,Alphatec Holdings Inc. Common Stock,$11.47,0.60,5.52%,1604468551.00,United States,2006,2037020,Health Care,Medical/Dental Instruments,/market-activity/stocks/atec
ATEK,Athena Technology Acquisition Corp. II Class A Common Stock,$11.3201,0.0801,0.713%,0.00,,2022,8955,Finance,Blank Checks,/market-activity/stocks/atek
ATEN,A10 Networks Inc. Common Stock,$15.86,0.09,0.571%,1180859773.00,United States,2014,501208,Telecommunications,Computer Communications Equipment,/market-activity/stocks/aten
ATER,Aterian Inc. Common Stock,$3.12,0.22,7.586%,23936537.00,United States,2019,123571,Consumer Discretionary,Home Furnishings,/market-activity/stocks/ater
ATEX,Anterix Inc. Common Stock,$32.72,0.57,1.773%,605970604.00,United States,2015,112849,Telecommunications,Telecommunications Equipment,/market-activity/stocks/atex
ATGE,Adtalem Global Education Inc. Common Stock,$66.00,0.28,0.426%,2482026888.00,United States,,443538,Real Estate,Other Consumer Services,/market-activity/stocks/atge
ATGL,Alpha Technology Group Limited Ordinary Shares,$3.95,0.21,5.615%,60286875.00,China,2023,16327,Technology,EDP Services,/market-activity/stocks/atgl
ATH^A,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A,$24.15,0.25,1.046%,,Bermuda,,44638,,,/market-activity/stocks/ath^a
ATH^B,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share,$21.51,0.56,2.673%,,Bermuda,,13563,,,/market-activity/stocks/ath^b
ATH^C,Athene Holding Ltd. Depositary Shares each representing a 1/1000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares Series C,$24.87,0.02,0.08%,,Bermuda,,117430,,,/market-activity/stocks/ath^c
ATH^D,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D,$18.95,0.51,2.766%,,Bermuda,,36208,,,/market-activity/stocks/ath^d
ATH^E,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.750% Fixed-Rate Reset Perpetual Non-Cumulative Preference Share Series E,$26.38,0.13,0.495%,,Bermuda,,22078,,,/market-activity/stocks/ath^e
ATHA,Athira Pharma Inc. Common Stock,$2.21,0.01,0.455%,84701901.00,United States,2020,135651,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),/market-activity/stocks/atha
ATHE,Alterity Therapeutics Limited American Depositary Shares,$2.04,-0.0601,-2.862%,8295652.00,Australia,,6327,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/athe
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,$29.09,-0.28,-0.953%,3515512682.00,China,2013,273025,Technology,EDP Services,/market-activity/stocks/athm
ATHS,Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,$25.23,0.14,0.558%,5142011049.00,Bermuda,2024,95025,,,/market-activity/stocks/aths
ATI,ATI Inc. Common Stock,$61.61,1.25,2.071%,7666834716.00,United States,,1279004,Industrials,Steel/Iron Ore,/market-activity/stocks/ati
ATIF,ATIF Holdings Limited Ordinary Shares,$0.89,-0.0972,-9.846%,8568432.00,China,2019,164,Consumer Discretionary,Professional Services,/market-activity/stocks/atif
ATIP,ATI Physical Therapy Inc. Class A Common Stock,$4.90,-0.20,-3.922%,21538523.00,,2020,11999,Health Care,Hospital/Nursing Management,/market-activity/stocks/atip
ATKR,Atkore Inc. Common Stock,$157.65,2.11,1.357%,5743267852.00,United States,2016,591208,Miscellaneous,Industrial Machinery/Components,/market-activity/stocks/atkr
ATLC,Atlanticus Holdings Corporation Common Stock,$25.37,-1.83,-6.728%,375275374.00,United States,1995,35749,Finance,Finance: Consumer Services,/market-activity/stocks/atlc
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,$22.61,0.28,1.254%,334449200.00,United States,,6144,Finance,Finance: Consumer Services,/market-activity/stocks/atlcl
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,$23.27,-0.105,-0.449%,344211981.00,United States,,3216,Finance,Finance: Consumer Services,/market-activity/stocks/atlcp
ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,$24.84,-0.04,-0.161%,367435565.00,United States,,12398,Finance,Finance: Consumer Services,/market-activity/stocks/atlcz
ATLO,Ames National Corporation Common Stock,$20.97,-0.18,-0.851%,188565742.00,United States,,16253,Finance,Major Banks,/market-activity/stocks/atlo
ATLX,Atlas Lithium Corporation Common Stock,$15.65,-0.11,-0.698%,199843943.00,United States,,50597,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),/market-activity/stocks/atlx
ATMC,AlphaTime Acquisition Corp Ordinary Shares,$11.03,0.01,0.091%,0.00,United States,2023,100,Finance,Blank Checks,/market-activity/stocks/atmc
ATMCR,AlphaTime Acquisition Corp Right,$0.114,0.00,0.00%,0.00,United States,2023,506,Finance,Blank Checks,/market-activity/stocks/atmcr
ATMCW,AlphaTime Acquisition Corp Warrant,$0.0191,0.00,0.00%,0.00,United States,2023,1012,Finance,Blank Checks,/market-activity/stocks/atmcw
ATMU,Atmus Filtration Technologies Inc. Common Stock,$30.72,0.04,0.13%,2560694170.00,United States,2023,581713,Consumer Discretionary,Auto Parts:O.E.M.,/market-activity/stocks/atmu
ATMV,AlphaVest Acquisition Corp Ordinary Shares,$11.015,-0.005,-0.045%,0.00,United States,2023,203,Finance,Blank Checks,/market-activity/stocks/atmv
ATMVR,AlphaVest Acquisition Corp Right,$0.1102,0.0002,0.182%,0.00,United States,2023,512,Finance,Blank Checks,/market-activity/stocks/atmvr
ATNF,180 Life Sciences Corp. Common Stock,$1.94,-0.06,-3.00%,1654378.00,United States,2017,15445,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/atnf
ATNFW,180 Life Sciences Corp. Warrant,$0.0083,-0.0008,-8.791%,7078.00,United States,2017,10860,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/atnfw
ATNI,ATN International Inc. Common Stock,$25.92,-0.30,-1.144%,397022576.00,United States,,109058,Telecommunications,Telecommunications Equipment,/market-activity/stocks/atni
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,$9.73,-0.16,-1.618%,289792978.00,United States,,370385,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/atnm
ATO,Atmos Energy Corporation Common Stock,$117.81,0.56,0.478%,17774825967.00,United States,,1274072,Utilities,Oil/Gas Transmission,/market-activity/stocks/ato
ATOM,Atomera Incorporated Common Stock,$4.53,-0.16,-3.412%,121799791.00,United States,2016,246904,Technology,Semiconductors,/market-activity/stocks/atom
ATOS,Atossa Therapeutics Inc. Common Stock,$1.61,0.07,4.545%,202469440.00,United States,2012,1214404,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/atos
ATPC,Agape ATP Corporation Common Stock,$0.2415,0.00,0.00%,18587461.00,Malaysia,,16399,Health Care,Medical/Nursing Services,/market-activity/stocks/atpc
ATR,AptarGroup Inc. Common Stock,$147.28,-0.62,-0.419%,9759307574.00,United States,,211112,Industrials,Plastic Products,/market-activity/stocks/atr
ATRA,Atara Biotherapeutics Inc. Common Stock,$0.64,0.035,5.785%,77066328.00,United States,2014,999873,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),/market-activity/stocks/atra
ATRC,AtriCure Inc. Common Stock,$22.12,0.23,1.051%,1070217029.00,United States,2005,500481,Health Care,Medical/Dental Instruments,/market-activity/stocks/atrc
ATRI,Atrion Corporation Common Stock,$495.99,20.16,4.237%,872919584.00,United States,,34455,Health Care,Medical/Dental Instruments,/market-activity/stocks/atri
ATRO,Astronics Corporation Common Stock,$20.64,1.72,9.091%,719136713.00,United States,,327795,Industrials,Military/Government/Technical,/market-activity/stocks/atro
ATS,ATS Corporation Common Shares,$32.89,-0.23,-0.694%,3253789972.00,Canada,2023,361310,,,/market-activity/stocks/ats
ATSG,Air Transport Services Group Inc,$14.60,0.03,0.206%,959563932.00,United States,,451844,Consumer Discretionary,Air Freight/Delivery Services,/market-activity/stocks/atsg
ATUS,Altice USA Inc. Class A Common Stock,$2.03,-0.15,-6.881%,933722247.00,United States,2017,1176741,Telecommunications,Cable & Other Pay Television Services,/market-activity/stocks/atus
ATXG,Addentax Group Corp. Common Stock,$1.01,0.059,6.204%,4337929.00,China,,13333,Consumer Discretionary,Professional Services,/market-activity/stocks/atxg
ATXI,Avenue Therapeutics Inc. Common Stock,$3.65,-0.19,-4.948%,2154018.00,United States,2017,47313,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/atxi
ATXS,Astria Therapeutics Inc. Common Stock,$9.27,-0.22,-2.318%,509044075.00,United States,2015,632964,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/atxs
AU,AngloGold Ashanti PLC Ordinary Shares,$24.82,0.48,1.972%,10417695026.00,South Africa,,1217754,Basic Materials,Precious Metals,/market-activity/stocks/au
AUB,Atlantic Union Bankshares Corporation Common Stock,$34.13,0.35,1.036%,3063737164.00,United States,,245157,Finance,Major Banks,/market-activity/stocks/aub
AUB^A,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,$23.20,0.40,1.754%,,United States,,8894,,,/market-activity/stocks/aub^a
AUBN,Auburn National Bancorporation Inc. Common Stock,$18.90,-0.35,-1.818%,66030911.00,United States,,2117,Finance,Major Banks,/market-activity/stocks/aubn
AUDC,AudioCodes Ltd. Common Stock,$10.00,-0.21,-2.057%,305067530.00,Israel,1999,86699,Utilities,Telecommunications Equipment,/market-activity/stocks/audc
AUGX,Augmedix Inc. Common Stock,$1.19,0.045,3.93%,58271598.00,United States,,3484244,Consumer Discretionary,Business Services,/market-activity/stocks/augx
AUID,authID Inc. Common Stock,$7.50,-0.18,-2.344%,70876650.00,United States,,13528,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/auid
AULT,Ault Alliance Inc. Common Stock,$0.338,-0.021,-5.85%,10162105.00,United States,1997,1152985,Finance,Investment Bankers/Brokers/Service,/market-activity/stocks/ault
AULT^D,Ault Alliance Inc. 13.00% Series D Cumulative Redeemable Perpetual Preferred Stock,$25.50,0.5365,2.149%,,United States,,2252,,,/market-activity/stocks/ault^d
AUMN,Golden Minerals Company Common Stock,$0.46,-0.037,-7.445%,6703696.00,United States,,409365,Basic Materials,Precious Metals,/market-activity/stocks/aumn
AUNA,Auna SA Class A Ordinary Shares,$8.77,0.13,1.505%,648257150.00,Peru,2024,138662,Health Care,Medical/Nursing Services,/market-activity/stocks/auna
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,$5.31,0.11,2.115%,767920316.00,Canada,,1756510,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/auph
AUR,Aurora Innovation Inc. Class A Common Stock,$2.92,-0.22,-7.006%,4532945524.00,United States,2021,5369802,Technology,EDP Services,/market-activity/stocks/aur
AURA,Aura Biosciences Inc. Common Stock,$7.50,-0.03,-0.398%,371574818.00,United States,2021,200835,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),/market-activity/stocks/aura
AUROW,Aurora Innovation Inc. Warrant,$0.2701,0.00,0.00%,419297461.00,United States,2021,3182,Technology,EDP Services,/market-activity/stocks/aurow
AUST,Austin Gold Corp. Common Shares,$0.9231,-0.0254,-2.678%,12251152.00,,2022,117501,,,/market-activity/stocks/aust
AUTL,Autolus Therapeutics plc American Depositary Share,$3.93,0.00,0.00%,1045090379.00,United Kingdom,2018,984407,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),/market-activity/stocks/autl
AUUD,Auddia Inc. Common Stock,$1.44,-0.12,-7.692%,3159642.00,United States,2021,169339,Technology,EDP Services,/market-activity/stocks/auud
AUUDW,Auddia Inc. Warrants,$0.06,0.024,66.667%,131652.00,United States,2021,64712,Technology,EDP Services,/market-activity/stocks/auudw
AUVI,Applied UV Inc. Common Stock,$0.585,0.003,0.515%,2507307.00,United States,2020,211708,Consumer Discretionary,Building Products,/market-activity/stocks/auvi
AUVIP,Applied UV Inc. 10.5% Series A Cumulative Perpetual Preferred Stock $0.0001 par value per share,$5.2375,0.2375,4.75%,22447899.00,United States,,860,Consumer Discretionary,Building Products,/market-activity/stocks/auvip
AVA,Avista Corporation Common Stock,$38.20,-0.05,-0.131%,2986813382.00,United States,,450834,Utilities,Power Generation,/market-activity/stocks/ava
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,$2.72,0.15,5.837%,523270094.00,United States,2021,73335,Health Care,Medical/Nursing Services,/market-activity/stocks/avah
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),$2.48,-0.02,-0.80%,2944273293.00,,2014,111175,Finance,Commercial Banks,/market-activity/stocks/aval
AVAV,AeroVironment Inc. Common Stock,$193.04,-1.22,-0.628%,5431322091.00,United States,2007,359743,Industrials,Aerospace,/market-activity/stocks/avav
AVB,AvalonBay Communities Inc. Common Stock,$198.46,0.97,0.491%,28218212325.00,United States,,802125,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/avb
AVBP,ArriVent BioPharma Inc. Common Stock,$19.50,1.04,5.634%,653128125.00,United States,2024,51360,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/avbp
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),$8.74,0.09,1.04%,244586663.00,United States,1998,494508,Industrials,Agricultural Chemicals,/market-activity/stocks/avd
AVDL,Avadel Pharmaceuticals plc Ordinary Share,$16.09,-0.03,-0.186%,1546547035.00,France,,1116867,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/avdl
AVDX,AvidXchange Holdings Inc. Common Stock,$11.31,0.09,0.802%,2336657310.00,United States,2021,1407360,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/avdx
AVGO,Broadcom Inc. Common Stock,$1436.17,56.14,4.068%,665551677942.00,United States,2009,3272423,Technology,Semiconductors,/market-activity/stocks/avgo
AVGR,Avinger Inc. Common Stock,$3.84,-0.01,-0.26%,6536548.00,United States,2015,11864,Health Care,Medical/Dental Instruments,/market-activity/stocks/avgr
AVIR,Atea Pharmaceuticals Inc. Common Stock,$3.71,-0.25,-6.313%,312250462.00,United States,2020,725614,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/avir
AVK,Advent Convertible and Income Fund,$12.10,0.09,0.749%,0.00,United States,2003,75995,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/avk
AVNS,Avanos Medical Inc. Common Stock,$20.03,-0.06,-0.299%,919455337.00,United States,2014,136263,Health Care,Industrial Specialties,/market-activity/stocks/avns
AVNT,Avient Corporation Common Stock,$45.77,0.44,0.971%,4176753616.00,United States,,351789,Industrials,Major Chemicals,/market-activity/stocks/avnt
AVNW,Aviat Networks Inc. Common Stock,$31.20,0.05,0.161%,392036861.00,United States,,59282,Technology,Radio And Television Broadcasting And Communications Equipment,/market-activity/stocks/avnw
AVO,Mission Produce Inc. Common Stock,$12.51,-0.01,-0.08%,886295057.00,United States,2020,183959,Consumer Staples,Farming/Seeds/Milling,/market-activity/stocks/avo
AVPT,AvePoint Inc. Class A Common Stock,$8.50,0.04,0.473%,1574966216.00,United States,2019,632434,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/avpt
AVPTW,AvePoint Inc. Warrant,$1.01,0.0345,3.537%,187143044.00,United States,2019,38229,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/avptw
AVRO,AVROBIO Inc. Common Stock,$1.37,0.08,6.202%,61504438.00,United States,2018,584067,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),/market-activity/stocks/avro
AVT,Avnet Inc. Common Stock,$53.45,0.16,0.30%,4830823294.00,United States,,472432,Technology,Electronic Components,/market-activity/stocks/avt
AVTE,Aerovate Therapeutics Inc. Common Stock,$21.01,1.73,8.973%,605263097.00,United States,2021,333631,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/avte
